Company,Services company,Product based,Fintech,Big Bank,Foreign companies,Edtech,A.I.,Marketplace
https://linkedin.com/company/collpoll,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
https://www.linkedin.com/company/comat-technologies-pvt-ltd,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/concentricinc/,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/connaizen,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://linkedin.com/company/connect2-group,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/contree/about,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/convertcart,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/convin/,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/convosight,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/cora-healthcare/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://in.linkedin.com/company/cord-ai1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/corizo-edutech,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
http://linkedin.com/company/corporate-360,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cosmofeed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/coverself,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/covrize/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cradlewise,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/thecrazeapp/about,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/creativegalileo/about,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
http://www.linkedin.com/company/cred-ai,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/credable.in/about,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/credflow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/credihealth/about,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/credibase,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/creditnirvana,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/creditenable/about,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/credochain-technologies-pvt-ltd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/get-crest/mycompany,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cricnwin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://in.linkedin.com/company/crisptag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/crypso/about,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/cubyts,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://www.linkedin.com/company/culturro/,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://in.linkedin.com/company/curieo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/curofy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
https://linkedin.com/company/curiousjr,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.linkedin.com/company/cushman-&-wakefield,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
https://linkedin.com/company/cypherock,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
http://linkedin.com/company/daffodilhealth,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
